Source,Target,Type,id,label,timeset,weight,wikiweight,isolateedge,distinctweight,source_name,target_name
Q184226,Q637580,Directed,5639,,,2.0,1,0,1,Gilles Deleuze,Todd May
Q201538,Q459310,Directed,5640,,,7.0,3,0,1,Edward Said,Hamid Dabashi
Q201538,Q19206477,Directed,5643,,,2.0,1,0,1,Edward Said,Angel Angelov
Q158092,Q158030,Directed,5644,,,1.0,1,0,1,Zygmunt Bauman,Cornelius Castoriadis locus
Q201538,Q2335595,Directed,5646,,,1.0,1,0,1,Edward Said,Partha Chatterjee
Q201538,Q1974292,Directed,5650,,,4.0,2,0,1,Edward Said,Alexander Cockburn
Q201538,Q4116397,Directed,5656,,,2.0,1,0,1,Edward Said,Aijaz Ahmad
Q201538,Q130873,Directed,5657,,,2.0,1,0,1,Edward Said,Menachem Begin
Q201538,Q1124,Directed,5660,,,2.0,1,0,1,Edward Said,Bill Clinton
Q201538,Q312279,Directed,5662,,,4.0,2,0,1,Edward Said,Tony Judt
Q201538,Q314787,Directed,5663,,,4.0,2,0,1,Edward Said,Tariq Ali
Q201538,Q223955,Directed,5669,,,4.0,1,0,1,Edward Said,Aimé Césaire
Q201538,Q2776609,Directed,5676,,,2.0,1,0,1,Edward Said,Ella Shohat
Q201538,Q76,Directed,5678,,,1.0,1,0,1,Edward Said,Barack Obama
Q184226,Q240851,Directed,5679,,,1.0,1,0,1,Gilles Deleuze,Gayatri Chakravorty Spivak
Q184226,Q355237,Directed,5681,,,2.0,1,0,1,Gilles Deleuze,Bruno Latour
Q184226,Q644620,Directed,5682,,,1.0,1,0,1,Gilles Deleuze,Quentin Meillassoux
Q184226,Q3113251,Directed,5683,,,2.0,1,0,1,Gilles Deleuze,Graham Harman
Q184226,Q354504,Directed,5684,,,1.0,1,0,1,Gilles Deleuze,Alexandre Kojève
Q184226,Q160619,Directed,5685,,,1.0,1,0,1,Gilles Deleuze,Roger Garaudy
Q184226,Q7371,Directed,5686,,,1.0,1,0,1,Gilles Deleuze,Federico Fellini
Q184226,Q55433,Directed,5687,,,1.0,1,0,1,Gilles Deleuze,Michelangelo Antonioni
Q184226,Q4171796,Directed,5688,,,1.0,1,0,1,Gilles Deleuze,Q4171796
Q184226,Q520417,Directed,5690,,,1.0,1,0,1,Gilles Deleuze,Jacques-Alain Miller
Q184226,Q467470,Directed,5691,,,1.0,1,0,1,Gilles Deleuze,Jacques Rancière
Q184226,Q187765,Directed,5692,,,1.0,1,0,1,Gilles Deleuze,Henry Miller
Q184226,Q215258,Directed,5693,,,1.0,1,0,1,Gilles Deleuze,Richard Rorty
Q184226,Q2038,Directed,5694,,,1.0,1,0,1,Gilles Deleuze,François Mitterrand
Q184226,Q76870,Directed,5695,,,1.0,1,0,1,Gilles Deleuze,Andreas Baader
Q184226,Q34211,Directed,5696,,,1.0,1,0,1,Gilles Deleuze,Yasser Arafat
Q184226,Q313769,Directed,5697,,,1.0,1,0,1,Gilles Deleuze,Louis Hjelmslev
Q184226,Q219368,Directed,5698,,,1.0,1,0,1,Gilles Deleuze,Judith Butler
Q184226,Q129228,Directed,5699,,,1.0,1,0,1,Gilles Deleuze,René Girard
Q184226,Q28918,Directed,5700,,,1.0,1,0,1,Gilles Deleuze,Luce Irigaray
Q184226,Q1930292,Directed,5702,,,1.0,1,0,1,Gilles Deleuze,Mikhail Ryklin
Q184226,Q4491337,Directed,5703,,,1.0,1,0,1,Gilles Deleuze,Q4491337
Q2618384,Q193257,Directed,5705,,,4.0,2,0,1,Tran Duc Thao,Jean-François Lyotard
Q2618384,Q184169,Directed,5708,,,8.0,3,0,1,Tran Duc Thao,Louis Althusser
Q994115,Q9364,Directed,5709,,,1.0,1,0,1,Michel Deguy,Jean-Paul Sartre
Q184622,Q44426,Directed,5710,,,14.0,11,0,1,Jean Genet,Rainer Werner Fassbinder
Q2618384,Q130631,Directed,5711,,,6.0,3,0,1,Tran Duc Thao,Jacques Derrida
Q2618384,Q212639,Directed,5712,,,7.0,4,0,1,Tran Duc Thao,Maurice Merleau-Ponty
Q3290692,Q313455,Directed,5713,,,6.0,2,0,1,Marguerite Derrida,Vladimir Propp
Q3290692,Q156201,Directed,5715,,,4.0,1,0,1,Marguerite Derrida,Roman Jakobson
Q994115,Q1388925,Directed,5716,,,5.0,3,0,1,Michel Deguy,Henri Meschonnic
Q2618384,Q193670,Directed,5717,,,4.0,2,0,1,Tran Duc Thao,Frantz Fanon
Q994115,Q129228,Directed,5718,,,3.0,2,0,1,Michel Deguy,René Girard
Q658382,Q153248,Directed,5719,,,16.0,8,0,1,Robert Antelme,Marguerite Duras
Q3290692,Q381678,Directed,5720,,,2.0,1,0,1,Marguerite Derrida,André Leroi-Gourhan
Q994115,Q551512,Directed,5722,,,3.0,2,0,1,Michel Deguy,Claude Lanzmann
Q3290692,Q130631,Directed,5723,,,4.0,2,0,1,Marguerite Derrida,Jacques Derrida
Q994115,Q459641,Directed,5724,,,3.0,2,0,1,Michel Deguy,Florence Delay
Q994115,Q3336329,Directed,5725,,,3.0,2,0,1,Michel Deguy,Natacha Michel
Q203674,Q193257,Directed,5726,,,10.0,5,0,1,Pierre Klossowski,Jean-François Lyotard
Q658382,Q2038,Directed,5727,,,9.0,7,0,1,Robert Antelme,François Mitterrand
Q203674,Q130631,Directed,5728,,,4.0,2,0,1,Pierre Klossowski,Jacques Derrida
Q994115,Q726687,Directed,5729,,,3.0,2,0,1,Michel Deguy,Jacques Roubaud
Q3265379,Q156268,Directed,5730,,,2.0,1,0,1,Lucien Bianco,Pierre Bourdie
Q203674,Q184226,Directed,5731,,,14.0,7,0,1,Pierre Klossowski,Gilles Deleuze
Q3265379,Q130631,Directed,5732,,,2.0,1,0,1,Lucien Bianco,Jacques Derrida
Q3290692,Q4128,Directed,5735,,,2.0,1,0,1,Marguerite Derrida,Louis Aragon
Q203674,Q44272,Directed,5736,,,19.0,10,0,1,Pierre Klossowski,Michel Foucault
Q994115,Q562139,Directed,5737,,,5.0,3,0,1,Michel Deguy,Valerio Adami
Q203674,Q325925,Directed,5738,,,17.0,9,0,1,Pierre Klossowski,Balthus
Q3592076,Q160640,Directed,5739,,,1.0,1,0,1,Étienne Borne,Raymond Aron
Q203674,Q207359,Directed,5741,,,21.0,10,0,1,Pierre Klossowski,Georges Bataille
Q3592076,Q9364,Directed,5744,,,1.0,1,0,1,Étienne Borne,Jean-Paul Sartre
Q3265379,Q184169,Directed,5745,,,2.0,1,0,1,Lucien Bianco,Louis Althusser
Q3592076,Q515633,Directed,5746,,,1.0,1,0,1,Étienne Borne,Jean Cavaillès
Q3290692,Q788718,Directed,5748,,,2.0,1,0,1,Marguerite Derrida,Benoît Peeters
Q156193,Q151593,Directed,5749,,,47.0,32,0,1,Pierre Boulez,Olivier Messiaen
Q324944,Q132305,Directed,5750,,,5.0,4,0,1,Philippe Sollers,Willem de Kooning
Q994115,Q540407,Directed,5751,,,1.0,1,0,1,Michel Deguy,Jean Hyppolite
Q184622,Q9364,Directed,5753,,,54.0,26,0,1,Jean Genet,Jean-Paul Sartre
Q3592076,Q351359,Directed,5756,,,2.0,1,0,1,Étienne Borne,Emmanuel Mounier
Q658382,Q157303,Directed,5757,,,4.0,4,0,1,Robert Antelme,Georges Perec
Q658382,Q315210,Directed,5759,,,4.0,4,0,1,Robert Antelme,Maurice Blanchot
Q184622,Q44272,Directed,5762,,,11.0,6,0,1,Jean Genet,Michel Foucault
Q3265379,Q732583,Directed,5763,,,2.0,1,0,1,Lucien Bianco,Pierre Ryckmans
Q994115,Q130631,Directed,5764,,,6.0,3,0,1,Michel Deguy,Jacques Derrida
Q324944,Q4128,Directed,5766,,,21.0,12,0,1,Philippe Sollers,Louis Aragon
Q554993,Q160223,Directed,5767,,,3.0,3,0,1,Yosef Hayim Yerushalmi,Claudio Arrau
Q3265379,Q5816,Directed,5769,,,5.0,2,0,1,Lucien Bianco,Mao Zedong
Q203674,Q354504,Directed,5771,,,4.0,2,0,1,Pierre Klossowski,Alexandre Kojève
Q203674,Q212639,Directed,5773,,,2.0,1,0,1,Pierre Klossowski,Maurice Merleau-Ponty
Q994115,Q157,Directed,5776,,,2.0,1,0,1,Michel Deguy,François Hollande
Q324944,Q187166,Directed,5777,,,11.0,6,0,1,Philippe Sollers,Antonin Artaud
Q324944,Q169906,Directed,5778,,,12.0,7,0,1,Philippe Sollers,Jacques Lacan
Q203674,Q169906,Directed,5779,,,4.0,1,0,1,Pierre Klossowski,Jacques Lacan
Q658382,Q3028743,Directed,5781,,,4.0,3,0,1,Robert Antelme,Dionys Mascolo
Q203674,Q160640,Directed,5782,,,2.0,1,0,1,Pierre Klossowski,Raymond Aron
Q324944,Q179109,Directed,5783,,,30.0,13,0,1,Philippe Sollers,Roland Barthes
Q203674,Q161955,Directed,5787,,,4.0,3,0,1,Pierre Klossowski,André Breton
Q324944,Q44272,Directed,5788,,,13.0,6,0,1,Philippe Sollers,Michel Foucault
Q203674,Q61078,Directed,5789,,,13.0,9,0,1,Pierre Klossowski,Walter Benjamin
Q324944,Q130631,Directed,5790,,,23.0,10,0,1,Philippe Sollers,Jacques Derrida
Q324944,Q5816,Directed,5793,,,2.0,1,0,1,Philippe Sollers,Mao Zedong
Q658382,Q442569,Directed,5795,,,1.0,1,0,1,Robert Antelme,Leslie Kaplan
Q658382,Q153670,Directed,5797,,,6.0,6,0,1,Robert Antelme,Primo Levi
Q203674,Q312529,Directed,5801,,,5.0,4,0,1,Pierre Klossowski,André Masson
Q994115,Q956276,Directed,5802,,,2.0,1,0,1,Michel Deguy,Michel Chaillou
Q324944,Q159876,Directed,5804,,,36.0,17,0,1,Philippe Sollers,Julia Kristeva
Q2618384,Q515633,Directed,5805,,,2.0,1,0,1,Tran Duc Thao,Jean Cavaillès
Q203674,Q315210,Directed,5806,,,6.0,2,0,1,Pierre Klossowski,Maurice Blanchot
Q994115,Q3022908,Directed,5807,,,2.0,1,0,1,Michel Deguy,Denis Roche
Q1708074,Q130631,Directed,5808,,,2.0,1,0,1,Q1708074,Jacques Derrida
Q203674,Q34670,Directed,5809,,,2.0,1,0,1,Pierre Klossowski,Albert Camus
Q658382,Q427503,Directed,5811,,,1.0,1,0,1,Robert Antelme,André Schwarz-Bart
Q2618384,Q1711764,Directed,5813,,,4.0,2,0,1,Tran Duc Thao,Jules Vuillemin
Q203674,Q9364,Directed,5814,,,2.0,1,0,1,Pierre Klossowski,Jean-Paul Sartre
Q994115,Q3434912,Directed,5815,,,2.0,1,0,1,Michel Deguy,Robert Davreu
Q658382,Q157004,Directed,5816,,,1.0,1,0,1,Robert Antelme,Jorge Semprún
Q156193,Q154556,Directed,5817,,,19.0,15,0,1,Pierre Boulez,Karlheinz Stockhausen
Q203674,Q151164,Directed,5818,,,2.0,1,0,1,Pierre Klossowski,André Malraux
Q994115,Q3295616,Directed,5819,,,2.0,1,0,1,Michel Deguy,Martin Rueff
Q658382,Q18391,Directed,5820,,,1.0,1,0,1,Robert Antelme,Elie Wiesel
Q156193,Q160451,Directed,5821,,,8.0,8,0,1,Pierre Boulez,Luigi Nono
Q203674,Q459299,Directed,5823,,,6.0,4,0,1,Pierre Klossowski,Raúl Ruiz
Q184622,Q360570,Directed,5825,,,4.0,4,0,1,Jean Genet,Huey P. Newton
Q184622,Q160456,Directed,5826,,,5.0,5,0,1,Jean Genet,Angela Davis
Q184622,Q34211,Directed,5828,,,10.0,8,0,1,Jean Genet,Yasser Arafat
Q184622,Q76870,Directed,5829,,,2.0,2,0,1,Jean Genet,Andreas Baader
Q2618384,Q354504,Directed,5830,,,7.0,2,0,1,Tran Duc Thao,Alexandre Kojève
Q184622,Q76543,Directed,5831,,,2.0,2,0,1,Jean Genet,Ulrike Meinhof
Q2618384,Q9364,Directed,5832,,,5.0,3,0,1,Tran Duc Thao,Jean-Paul Sartre
Q203674,Q352465,Directed,5833,,,2.0,1,0,1,Pierre Klossowski,Félix Guattari
Q2618384,Q156268,Directed,5834,,,2.0,1,0,1,Tran Duc Thao,Pierre Bourdie
Q2618384,Q192066,Directed,5835,,,2.0,1,0,1,Tran Duc Thao,Paul Ricœur
Q658382,Q282588,Directed,5836,,,1.0,1,0,1,Robert Antelme,Raymond Rouleau
Q658382,Q555147,Directed,5837,,,2.0,2,0,1,Robert Antelme,David Rousset
Q324944,Q185375,Directed,5838,,,2.0,1,0,1,Philippe Sollers,Mikhail Bakhtin
Q2618384,Q373036,Directed,5839,,,2.0,1,0,1,Tran Duc Thao,Claude Lefort
Q324944,Q207359,Directed,5840,,,9.0,5,0,1,Philippe Sollers,Georges Bataille
Q2618384,Q3179823,Directed,5842,,,4.0,1,0,1,Tran Duc Thao,Jocelyn Benoist
Q324944,Q216266,Directed,5843,,,2.0,1,0,1,Philippe Sollers,Alain Robbe-Grillet
Q554993,Q2908897,Directed,5845,,,1.0,1,0,1,Yosef Hayim Yerushalmi,Saul Lieberman
Q2618384,Q3165548,Directed,5846,,,2.0,1,0,1,Tran Duc Thao,Jean-François Courtine
Q2618384,Q3014087,Directed,5847,,,2.0,1,0,1,Tran Duc Thao,Daniel Giovannangeli
Q156193,Q2185,Directed,5848,,,11.0,11,0,1,Pierre Boulez,Georges Pompidou
Q324944,Q551749,Directed,5849,,,9.0,4,0,1,Philippe Sollers,Francis Ponge
Q156193,Q323398,Directed,5853,,,1.0,1,0,1,Pierre Boulez,Bogdan Zdrojewski
Q658382,Q503017,Directed,5857,,,1.0,1,0,1,Robert Antelme,Jean-Luc Nancy
Q554993,Q138850,Directed,5859,,,1.0,1,0,1,Yosef Hayim Yerushalmi,Gershom Scholem
Q658382,Q7060,Directed,5860,,,1.0,1,0,1,Robert Antelme,Michel Onfray
Q658382,Q15969,Directed,5861,,,1.0,1,0,1,Robert Antelme,Jean Améry
Q658382,Q827389,Directed,5864,,,1.0,1,0,1,Robert Antelme,Pierre Daix
Q156193,Q154331,Directed,5865,,,9.0,7,0,1,Pierre Boulez,György Ligeti
Q554993,Q266382,Directed,5866,,,1.0,1,0,1,Yosef Hayim Yerushalmi,Pierre Nora
Q156193,Q366057,Directed,5867,,,11.0,7,0,1,Pierre Boulez,Patrice Chéreau
Q156193,Q966373,Directed,5869,,,10.0,9,0,1,Pierre Boulez,René Leibowitz
Q156193,Q260843,Directed,5872,,,3.0,3,0,1,Pierre Boulez,Madeleine Renaud
Q156193,Q309898,Directed,5874,,,7.0,6,0,1,Pierre Boulez,Jean-Louis Barrault
Q156193,Q315015,Directed,5875,,,8.0,7,0,1,Pierre Boulez,René Char
Q156193,Q45070,Directed,5883,,,4.0,4,0,1,Pierre Boulez,Christoph Schlingensief
Q156193,Q180727,Directed,5884,,,22.0,15,0,1,Pierre Boulez,John Cage
Q994115,Q495300,Directed,5886,,,2.0,1,0,1,Michel Deguy,Andrea Zanzotto
Q658382,Q2042,Directed,5887,,,1.0,1,0,1,Robert Antelme,Charles de Gaulle
Q324944,Q297758,Directed,5889,,,2.0,2,0,1,Philippe Sollers,Nathalie Sarraute
Q156193,Q221450,Directed,5891,,,10.0,7,0,1,Pierre Boulez,Luciano Berio
Q156193,Q3309853,Directed,5892,,,1.0,1,0,1,Pierre Boulez,Michel Guy
Q156193,Q155538,Directed,5893,,,2.0,2,0,1,Pierre Boulez,Pina Bausch
Q324944,Q699397,Directed,5896,,,2.0,1,0,1,Philippe Sollers,Jean Cayrol
Q324944,Q151164,Directed,5897,,,2.0,1,0,1,Philippe Sollers,André Malraux
Q324944,Q16977,Directed,5899,,,2.0,1,0,1,Philippe Sollers,Deng Xiaoping
Q324944,Q732583,Directed,5901,,,2.0,1,0,1,Philippe Sollers,Pierre Ryckmans
Q324944,Q151820,Directed,5902,,,11.0,5,0,1,Philippe Sollers,Louis-Ferdinand Céline
Q324944,Q38392,Directed,5903,,,6.0,3,0,1,Philippe Sollers,William Faulkner
Q324944,Q23434,Directed,5904,,,6.0,3,0,1,Philippe Sollers,Ernest Hemingway
Q324944,Q187765,Directed,5905,,,6.0,3,0,1,Philippe Sollers,Henry Miller
Q324944,Q188176,Directed,5906,,,6.0,3,0,1,Philippe Sollers,William S. Burroughs
Q324944,Q160534,Directed,5907,,,6.0,3,0,1,Philippe Sollers,Jack Kerouac
Q156193,Q127330,Directed,5908,,,10.0,10,0,1,Pierre Boulez,Frank Zappa
Q324944,Q76409,Directed,5909,,,6.0,3,0,1,Philippe Sollers,Charles Bukowski
Q184622,Q7197,Directed,5913,,,9.0,5,0,1,Jean Genet,Simone de Beauvoir
Q184622,Q157194,Directed,5915,,,12.0,8,0,1,Jean Genet,Alberto Giacometti
Q184622,Q354804,Directed,5916,,,3.0,2,0,1,Jean Genet,Brassaï
Q184622,Q386427,Directed,5917,,,6.0,3,0,1,Jean Genet,Roger Blin
Q156193,Q44272,Directed,5922,,,1.0,1,0,1,Pierre Boulez,Michel Foucault
Q156193,Q910163,Directed,5923,,,1.0,1,0,1,Pierre Boulez,Jean-Pierre Changeux
Q184622,Q3591259,Directed,5925,,,6.0,1,0,1,Jean Genet,Éric Marty
Q324944,Q5603,Directed,5926,,,2.0,1,0,1,Philippe Sollers,Andy Warhol
Q324944,Q184622,Directed,5927,,,4.0,2,0,1,Philippe Sollers,Jean Genet
Q324944,Q93341,Directed,5928,,,4.0,2,0,1,Philippe Sollers,Miles Davis
Q324944,Q388714,Directed,5929,,,4.0,2,0,1,Philippe Sollers,Marcelin Pleynet
Q324944,Q184169,Directed,5930,,,8.0,5,0,1,Philippe Sollers,Louis Althusser
Q203674,Q2546290,Directed,5931,,,4.0,1,0,1,Pierre Klossowski,Walter Seitter
Q324944,Q187019,Directed,5934,,,4.0,3,0,1,Philippe Sollers,Philip Roth
Q184622,Q3427032,Directed,5936,,,4.0,1,0,1,Jean Genet,René de Ceccatty
Q184622,Q207359,Directed,5937,,,6.0,4,0,1,Jean Genet,Georges Bataille
Q184622,Q76409,Directed,5938,,,2.0,1,0,1,Jean Genet,Charles Bukowski
Q184622,Q160534,Directed,5939,,,3.0,2,0,1,Jean Genet,Jack Kerouac
Q156193,Q152768,Directed,5942,,,3.0,3,0,1,Pierre Boulez,Daniel Barenboim
Q156193,Q180374,Directed,5943,,,1.0,1,0,1,Pierre Boulez,Frank Gehry
Q156193,Q3035232,Directed,5947,,,1.0,1,0,1,Pierre Boulez,Dominique Jameux
Q156193,Q3376910,Directed,5948,,,1.0,1,0,1,Pierre Boulez,Peter Szendy
Q184622,Q5383,Directed,5950,,,7.0,6,0,1,Jean Genet,David Bowie
Q324944,Q242308,Directed,5956,,,2.0,1,0,1,Philippe Sollers,Francesca Woodman
Q184622,Q298726,Directed,5958,,,2.0,1,0,1,Jean Genet,John Zorn
Q184622,Q106099,Directed,5961,,,4.0,2,0,1,Jean Genet,Jeanne Moreau
Q184622,Q1361994,Directed,5962,,,2.0,1,0,1,Jean Genet,Michaël Levinas
Q184622,Q477891,Directed,5964,,,2.0,1,0,1,Jean Genet,Angelin Preljocaj
Q203674,Q55391,Directed,5967,,,4.0,4,0,1,Pierre Klossowski,Robert Bresson
Q184622,Q446090,Directed,5968,,,2.0,1,0,1,Jean Genet,Jean-Jacques Pauvert
Q203674,Q25120,Directed,5971,,,1.0,1,0,1,Pierre Klossowski,Pier Paolo Pasolini
Q658382,Q9364,Directed,5972,,,1.0,1,0,1,Robert Antelme,Jean-Paul Sartre
Q184622,Q8313637,Directed,5973,,,2.0,1,0,1,Jean Genet,Émile Picq
Q203674,Q213703,Directed,5974,,,1.0,1,0,1,Pierre Klossowski,Hans Bellmer
Q658382,Q317880,Directed,5976,,,1.0,1,0,1,Robert Antelme,Edgar Morin
Q184622,Q106087,Directed,5977,,,4.0,2,0,1,Jean Genet,Hubert Fichte
Q658382,Q448427,Directed,5978,,,1.0,1,0,1,Robert Antelme,Sarah Kofman
Q184622,Q228607,Directed,5980,,,2.0,1,0,1,Jean Genet,Anouk Aimée
Q184622,Q3438616,Directed,5982,,,2.0,1,0,1,Jean Genet,Roger-Michel Allemand
Q156193,Q216924,Directed,5983,,,2.0,2,0,1,Pierre Boulez,Glenn Gould
Q184622,Q334989,Directed,5988,,,3.0,2,0,1,Jean Genet,Tahar Ben Jelloun
Q184622,Q3564272,Directed,5989,,,2.0,1,0,1,Jean Genet,Véronique Bergen
Q184622,Q16540255,Directed,5990,,,2.0,1,0,1,Jean Genet,Claude Bonnefoy
Q184622,Q130631,Directed,5993,,,12.0,8,0,1,Jean Genet,Jacques Derrida
Q184622,Q945597,Directed,5994,,,2.0,1,0,1,Jean Genet,Didier Eribon
Q184622,Q353762,Directed,5995,,,4.0,2,0,1,Jean Genet,Juan Goytisolo
Q184622,Q766716,Directed,5998,,,2.0,1,0,1,Jean Genet,Violette Leduc
Q184622,Q292268,Directed,6000,,,2.0,1,0,1,Jean Genet,Kate Millett
Q324944,Q36591,Directed,6005,,,4.0,2,0,1,Philippe Sollers,Vladimir Nabokov
Q156193,Q7045508,Directed,6006,,,1.0,1,0,1,Pierre Boulez,Noam Ben-Zeev
Q184622,Q729117,Directed,6007,,,8.0,4,0,1,Jean Genet,Edmund White
Q184622,Q234964,Directed,6010,,,2.0,1,0,1,Jean Genet,Hélène Cixous
Q184622,Q643408,Directed,6012,,,2.0,1,0,1,Jean Genet,Bertrand Poirot-Delpech
Q184622,Q777500,Directed,6013,,,2.0,1,0,1,Jean Genet,Aurélien Barrau
Q324944,Q298075,Directed,6014,,,2.0,1,0,1,Philippe Sollers,Guy Debord
Q156193,Q152505,Directed,6016,,,6.0,6,0,1,Pierre Boulez,Leonard Bernstein
Q203674,Q3484538,Directed,6017,,,1.0,1,0,1,Pierre Klossowski,Simone Benmussa
Q156193,Q158436,Directed,6019,,,2.0,2,0,1,Pierre Boulez,Ernst Krenek
Q203674,Q446090,Directed,6021,,,1.0,1,0,1,Pierre Klossowski,Jean-Jacques Pauvert
Q324944,Q154340,Directed,6022,,,3.0,2,0,1,Philippe Sollers,Francis Bacon
Q324944,Q989,Directed,6024,,,2.0,1,0,1,Philippe Sollers,John Paul II
Q324944,Q2494,Directed,6025,,,1.0,1,0,1,Philippe Sollers,Benedict XVI
Q156193,Q273654,Directed,6027,,,2.0,2,0,1,Pierre Boulez,Olga Neuwirth
Q156193,Q151608,Directed,6029,,,1.0,1,0,1,Pierre Boulez,Claudio Abbado
Q203674,Q982519,Directed,6031,,,1.0,1,0,1,Pierre Klossowski,Carmelo Bene
Q324944,Q3157791,Directed,6032,,,2.0,1,0,1,Philippe Sollers,Jacqueline Risset
Q324944,Q444143,Directed,6033,,,1.0,1,0,1,Philippe Sollers,Edoardo Sanguineti
Q324944,Q3725768,Directed,6034,,,1.0,1,0,1,Philippe Sollers,Enrico Filippini
Q324944,Q3750572,Directed,6037,,,1.0,1,0,1,Philippe Sollers,Francesco Saba Sardi
Q324944,Q2092681,Directed,6038,,,1.0,1,0,1,Philippe Sollers,Pier Aldo Rovatti
Q184622,Q60206,Directed,6042,,,1.0,1,0,1,Jean Genet,Ariel Sharon
Q203674,Q456241,Directed,6043,,,1.0,1,0,1,Pierre Klossowski,Franco Maria Ricci
Q203674,Q16573984,Directed,6044,,,1.0,1,0,1,Pierre Klossowski,Luciano De Maria
Q203674,Q2829942,Directed,6046,,,1.0,1,0,1,Pierre Klossowski,Alain Jouffroy
Q184622,Q134262,Directed,6047,,,1.0,1,0,1,Jean Genet,Tennessee Williams
Q203674,Q430765,Directed,6048,,,2.0,1,0,1,Pierre Klossowski,Roger Caillois
Q203674,Q75790,Directed,6049,,,2.0,1,0,1,Pierre Klossowski,Karl Löwith
Q203674,Q462583,Directed,6050,,,2.0,1,0,1,Pierre Klossowski,André Pieyre de Mandiargues
Q203674,Q1333153,Directed,6051,,,2.0,1,0,1,Pierre Klossowski,Philippe Lacoue-Labarthe
Q203674,Q503017,Directed,6052,,,2.0,1,0,1,Pierre Klossowski,Jean-Luc Nancy
Q203674,Q316217,Directed,6053,,,2.0,1,0,1,Pierre Klossowski,Shusaku Endo
Q203674,Q11616510,Directed,6054,,,2.0,1,0,1,Pierre Klossowski,Shin Wakabayashi
Q203674,Q418681,Directed,6055,,,2.0,1,0,1,Pierre Klossowski,Akira Asada
Q203674,Q11633567,Directed,6056,,,2.0,1,0,1,Pierre Klossowski,Kōichi Toyosaki
Q203674,Q11531189,Directed,6057,,,2.0,1,0,1,Pierre Klossowski,Jun'ichirō Matsumoto
Q203674,Q21698477,Directed,6058,,,2.0,1,0,1,Pierre Klossowski,Q21698477
Q203674,Q21700604,Directed,6059,,,2.0,1,0,1,Pierre Klossowski,Q21700604
Q203674,Q11539786,Directed,6061,,,2.0,1,0,1,Pierre Klossowski,Kazuo Morimoto
Q203674,Q170095,Directed,6063,,,1.0,1,0,1,Pierre Klossowski,Robert Desnos
Q203674,Q152176,Directed,6065,,,1.0,1,0,1,Pierre Klossowski,Paul Éluard
Q203674,Q157194,Directed,6067,,,1.0,1,0,1,Pierre Klossowski,Alberto Giacometti
Q156193,Q351383,Directed,6073,,,5.0,4,0,1,Pierre Boulez,Bruno Maderna
Q324944,Q12807,Directed,6074,,,2.0,1,0,1,Philippe Sollers,Umberto Eco
Q324944,Q12271708,Directed,6075,,,2.0,1,0,1,Philippe Sollers,Q12271708
Q203674,Q994115,Directed,6076,,,1.0,1,0,1,Pierre Klossowski,Michel Deguy
Q203674,Q2384842,Directed,6077,,,1.0,1,0,1,Pierre Klossowski,Antoine Berman
Q203674,Q3557406,Directed,6078,,,1.0,1,0,1,Pierre Klossowski,Victor Lapitski
Q203674,Q26235858,Directed,6079,,,1.0,1,0,1,Pierre Klossowski,Q26235858
Q184622,Q11481975,Directed,6081,,,4.0,1,0,1,Jean Genet,Hiroyuki Hirai
Q184622,Q11517351,Directed,6082,,,2.0,1,0,1,Jean Genet,Sankichi Asabuki
Q184622,Q2278628,Directed,6084,,,2.0,1,0,1,Jean Genet,Tatsuhiko Shibusawa
Q184622,Q11454718,Directed,6087,,,2.0,1,0,1,Jean Genet,Atsushi Miyakawa
Q184622,Q1350842,Directed,6088,,,4.0,1,0,1,Jean Genet,Moriaki Watanabe
Q184622,Q11579392,Directed,6089,,,4.0,1,0,1,Jean Genet,Kōji Shirai
Q184622,Q11648634,Directed,6090,,,2.0,1,0,1,Jean Genet,Sōshi Suzuki
Q184622,Q11366167,Directed,6091,,,2.0,1,0,1,Jean Genet,Shōhei Chūjō
Q184622,Q11449905,Directed,6092,,,2.0,1,0,1,Jean Genet,Kuniichi Uno
Q184622,Q11574814,Directed,6093,,,2.0,1,0,1,Jean Genet,Kōsaku Ikuta
Q184622,Q11603781,Directed,6094,,,2.0,1,0,1,Jean Genet,Hideo Shinozawa
Q184622,Q11675762,Directed,6095,,,2.0,1,0,1,Jean Genet,Satoshi Ukai
Q184622,Q11559173,Directed,6096,,,2.0,1,0,1,Jean Genet,Takeshi Ebisaka
Q156193,Q10287,Directed,6101,,,1.0,1,0,1,Pierre Boulez,Manuel Valls
Q184622,Q1903753,Directed,6102,,,1.0,1,0,1,Jean Genet,Martin Esslin
Q156193,Q991869,Directed,6103,,,1.0,1,0,1,Pierre Boulez,Josef Häusler
Q184622,Q37327,Directed,6104,,,4.0,4,0,1,Jean Genet,Samuel Beckett
Q156193,Q70737,Directed,6105,,,1.0,1,0,1,Pierre Boulez,Hans Mayer
Q184622,Q46706,Directed,6106,,,4.0,4,0,1,Jean Genet,Eugène Ionesco
Q156193,Q309716,Directed,6107,,,1.0,1,0,1,Pierre Boulez,Michel Butor
Q156193,Q123359,Directed,6111,,,1.0,1,0,1,Pierre Boulez,Heinz Holliger
Q324944,Q103114,Directed,6112,,,3.0,2,0,1,Philippe Sollers,Michel Houellebecq
Q156193,Q63244,Directed,6117,,,1.0,1,0,1,Pierre Boulez,Hans Hotter
Q184622,Q357786,Directed,6118,,,1.0,1,0,1,Jean Genet,Divine
