Source,Target,Type,id,label,timeset,weight,wikiweight,isolateedge,distinctweight,source_name,target_name
Q184169,Q44272,Directed,1,,,81.0,28,0,1,Louis Althusser,Michel Foucault
Q184169,Q311005,Directed,3,,,44.0,20,0,1,Louis Althusser,Alain Badiou
Q822727,Q130631,Directed,4,,,32.0,10,0,1,Bernard Stiegler,Jacques Derrida
Q454802,Q83003,Directed,5,,,25.0,18,0,1,Ernesto Laclau,Antonio Gramsci
Q454802,Q184169,Directed,6,,,17.0,12,0,1,Ernesto Laclau,Louis Althusser
Q454802,Q34933,Directed,7,,,13.0,12,0,1,Ernesto Laclau,Eric Hobsbawm
Q353754,Q130631,Directed,8,,,55.0,15,0,1,Paul de Man,Jacques Derrida
Q454802,Q169906,Directed,9,,,21.0,14,0,1,Ernesto Laclau,Jacques Lacan
Q159876,Q324944,Directed,10,,,23.0,11,0,1,Julia Kristeva,Philippe Sollers
Q454802,Q44272,Directed,11,,,14.0,12,0,1,Ernesto Laclau,Michel Foucault
Q454802,Q130631,Directed,12,,,17.0,14,0,1,Ernesto Laclau,Jacques Derrida
Q128126,Q156201,Directed,13,,,66.0,30,0,1,Claude Lévi-Strauss,Roman Jakobson
Q503017,Q192066,Directed,14,,,13.0,7,0,1,Jean-Luc Nancy,Paul Ricœur
Q503017,Q130631,Directed,15,,,43.0,19,0,1,Jean-Luc Nancy,Jacques Derrida
Q454802,Q184750,Directed,16,,,30.0,20,0,1,Ernesto Laclau,Slavoj Žižek
Q503017,Q193257,Directed,17,,,9.0,4,0,1,Jean-Luc Nancy,Jean-François Lyotard
Q454802,Q219368,Directed,18,,,19.0,15,0,1,Ernesto Laclau,Judith Butler
Q454802,Q923743,Directed,19,,,4.0,4,0,1,Ernesto Laclau,Simon Critchley
Q454802,Q8048911,Directed,21,,,2.0,1,0,1,Ernesto Laclau,Yannis Stavrakakis
Q159876,Q185375,Directed,22,,,19.0,11,0,1,Julia Kristeva,Mikhail Bakhtin
Q454802,Q17045132,Directed,23,,,2.0,2,0,1,Ernesto Laclau,Íñigo Errejón
Q159876,Q169906,Directed,24,,,31.0,20,0,1,Julia Kristeva,Jacques Lacan
Q454802,Q236173,Directed,25,,,48.0,19,0,1,Ernesto Laclau,Chantal Mouffe
Q159876,Q179109,Directed,26,,,49.0,24,0,1,Julia Kristeva,Roland Barthes
Q128126,Q169906,Directed,27,,,31.0,14,0,1,Claude Lévi-Strauss,Jacques Lacan
Q128126,Q156268,Directed,28,,,31.0,18,0,1,Claude Lévi-Strauss,Pierre Bourdie
Q159876,Q130631,Directed,29,,,22.0,11,0,1,Julia Kristeva,Jacques Derrida
Q128126,Q550729,Directed,30,,,22.0,7,0,1,Claude Lévi-Strauss,Edmund Leach
Q159876,Q513448,Directed,31,,,4.0,1,0,1,Julia Kristeva,Lucien Goldmann
Q128126,Q452742,Directed,32,,,4.0,2,0,1,Claude Lévi-Strauss,Catherine Clément
Q236173,Q454802,Directed,33,,,36.0,19,0,1,Chantal Mouffe,Ernesto Laclau
Q503017,Q207359,Directed,34,,,28.0,11,0,1,Jean-Luc Nancy,Georges Bataille
Q128126,Q1197333,Directed,35,,,13.0,3,0,1,Claude Lévi-Strauss,Philippe Descola
Q159876,Q60025,Directed,36,,,21.0,13,0,1,Julia Kristeva,Hannah Arendt
Q179109,Q169906,Directed,37,,,32.0,20,0,1,Roland Barthes,Jacques Lacan
Q159876,Q207359,Directed,38,,,8.0,3,0,1,Julia Kristeva,Georges Bataille
Q503017,Q1333153,Directed,39,,,36.0,11,0,1,Jean-Luc Nancy,Philippe Lacoue-Labarthe
Q153034,Q9364,Directed,40,,,50.0,18,0,1,Emmanuel Levinas,Jean-Paul Sartre
Q179109,Q9364,Directed,41,,,41.0,26,0,1,Roland Barthes,Jean-Paul Sartre
Q454802,Q215258,Directed,42,,,1.0,1,0,1,Ernesto Laclau,Richard Rorty
Q179109,Q207359,Directed,43,,,13.0,9,0,1,Roland Barthes,Georges Bataille
Q153034,Q212639,Directed,44,,,24.0,8,0,1,Emmanuel Levinas,Maurice Merleau-Ponty
Q153034,Q130631,Directed,45,,,73.0,23,0,1,Emmanuel Levinas,Jacques Derrida
Q236173,Q83003,Directed,46,,,14.0,12,0,1,Chantal Mouffe,Antonio Gramsci
Q179109,Q44272,Directed,47,,,37.0,22,0,1,Roland Barthes,Michel Foucault
Q179109,Q159876,Directed,48,,,15.0,10,0,1,Roland Barthes,Julia Kristeva
Q179109,Q152824,Directed,49,,,15.0,8,0,1,Roland Barthes,Susan Sontag
Q153034,Q158092,Directed,50,,,13.0,7,0,1,Emmanuel Levinas,Zygmunt Bauman
Q187166,Q5577,Directed,52,,,4.0,3,0,1,Antonin Artaud,Salvador Dalí
Q503017,Q315210,Directed,53,,,20.0,8,0,1,Jean-Luc Nancy,Maurice Blanchot
Q187166,Q51545,Directed,54,,,3.0,2,0,1,Antonin Artaud,Luis Buñuel
Q454802,Q7326722,Directed,55,,,1.0,1,0,1,Ernesto Laclau,Richard J. F. Day
Q207359,Q354504,Directed,56,,,39.0,15,0,1,Georges Bataille,Alexandre Kojève
Q503017,Q169906,Directed,57,,,14.0,7,0,1,Jean-Luc Nancy,Jacques Lacan
Q822727,Q3287914,Directed,59,,,4.0,1,0,1,Bernard Stiegler,Marc Crépon
Q179109,Q130631,Directed,60,,,42.0,13,0,1,Roland Barthes,Jacques Derrida
Q822727,Q2942032,Directed,61,,,4.0,2,0,1,Bernard Stiegler,Catherine Perret
Q179109,Q324944,Directed,62,,,22.0,9,0,1,Roland Barthes,Philippe Sollers
Q187166,Q809732,Directed,63,,,14.0,7,0,1,Antonin Artaud,Roger Vitrac
Q184169,Q5816,Directed,64,,,24.0,15,0,1,Louis Althusser,Mao Zedong
Q184169,Q83003,Directed,66,,,65.0,28,0,1,Louis Althusser,Antonio Gramsci
Q503017,Q607534,Directed,68,,,5.0,3,0,1,Jean-Luc Nancy,Jean-Christophe Bailly
Q503017,Q311687,Directed,70,,,19.0,11,0,1,Jean-Luc Nancy,Giorgio Agamben
Q179109,Q2038,Directed,71,,,14.0,10,0,1,Roland Barthes,François Mitterrand
Q822727,Q311005,Directed,72,,,6.0,3,0,1,Bernard Stiegler,Alain Badiou
Q503017,Q311005,Directed,73,,,17.0,10,0,1,Jean-Luc Nancy,Alain Badiou
Q822727,Q982224,Directed,74,,,2.0,1,0,1,Bernard Stiegler,Miguel Benasayag
Q187166,Q213582,Directed,75,,,6.0,4,0,1,Antonin Artaud,Arthur Adamov
Q503017,Q432730,Directed,76,,,10.0,6,0,1,Jean-Luc Nancy,Daniel Bensaïd
Q822727,Q664619,Directed,77,,,2.0,1,0,1,Bernard Stiegler,Rémi Brague
Q822727,Q3015768,Directed,78,,,4.0,2,0,1,Bernard Stiegler,Dany-Robert Dufour
Q179109,Q34670,Directed,79,,,10.0,7,0,1,Roland Barthes,Albert Camus
Q503017,Q467470,Directed,80,,,14.0,8,0,1,Jean-Luc Nancy,Jacques Rancière
Q184169,Q220008,Directed,81,,,24.0,13,0,1,Louis Althusser,"Anthony Giddens, Baron Giddens"
Q503017,Q184750,Directed,82,,,17.0,10,0,1,Jean-Luc Nancy,Slavoj Žižek
Q822727,Q380443,Directed,83,,,4.0,2,0,1,Bernard Stiegler,Alain Finkielkraut
Q503017,Q4361145,Directed,84,,,2.0,1,0,1,Jean-Luc Nancy,Yelena Petrovskaya
Q822727,Q274715,Directed,85,,,2.0,1,0,1,Bernard Stiegler,Élisabeth de Fontenay
Q822727,Q3380365,Directed,86,,,2.0,1,0,1,Bernard Stiegler,Philippe Meirieu
Q503017,Q4444882,Directed,87,,,2.0,1,0,1,Jean-Luc Nancy,Q4444882
Q187166,Q325925,Directed,91,,,7.0,4,0,1,Antonin Artaud,Balthus
Q454802,Q2020415,Directed,93,,,6.0,1,0,1,Ernesto Laclau,Oliver Marchart
Q503017,Q590224,Directed,94,,,2.0,1,0,1,Jean-Luc Nancy,Marusya Klimova
Q822727,Q2966414,Directed,95,,,2.0,1,0,1,Bernard Stiegler,Christophe Nick
Q159876,Q7197,Directed,96,,,12.0,9,0,1,Julia Kristeva,Simone de Beauvoir
Q159876,Q234964,Directed,97,,,8.0,6,0,1,Julia Kristeva,Hélène Cixous
Q159876,Q28918,Directed,98,,,7.0,6,0,1,Julia Kristeva,Luce Irigaray
Q822727,Q1345582,Directed,99,,,16.0,5,0,1,Bernard Stiegler,Gilbert Simondon
Q153034,Q315210,Directed,101,,,41.0,14,0,1,Emmanuel Levinas,Maurice Blanchot
Q159876,Q156201,Directed,102,,,4.0,3,0,1,Julia Kristeva,Roman Jakobson
Q236173,Q130631,Directed,103,,,4.0,2,0,1,Chantal Mouffe,Jacques Derrida
Q159876,Q240851,Directed,105,,,3.0,2,0,1,Julia Kristeva,Gayatri Chakravorty Spivak
Q236173,Q169906,Directed,106,,,4.0,2,0,1,Chantal Mouffe,Jacques Lacan
Q503017,Q184226,Directed,107,,,6.0,2,0,1,Jean-Luc Nancy,Gilles Deleuze
Q159876,Q370022,Directed,108,,,12.0,10,0,1,Julia Kristeva,Alan Sokal
Q236173,Q44272,Directed,109,,,4.0,2,0,1,Chantal Mouffe,Michel Foucault
Q159876,Q1685398,Directed,111,,,5.0,4,0,1,Julia Kristeva,Jean Bricmont
Q207359,Q44272,Directed,113,,,78.0,27,0,1,Georges Bataille,Michel Foucault
Q128126,Q7197,Directed,114,,,18.0,12,0,1,Claude Lévi-Strauss,Simone de Beauvoir
Q503017,Q184169,Directed,115,,,2.0,1,0,1,Jean-Luc Nancy,Louis Althusser
Q153034,Q1361994,Directed,116,,,13.0,7,0,1,Emmanuel Levinas,Michaël Levinas
Q207359,Q130631,Directed,117,,,75.0,27,0,1,Georges Bataille,Jacques Derrida
Q454802,Q102106,Directed,118,,,1.0,1,0,1,Ernesto Laclau,Stephan Moebius
Q207359,Q182847,Directed,119,,,50.0,20,0,1,Georges Bataille,Jean Baudrillard
Q184169,Q169906,Directed,120,,,75.0,27,0,1,Louis Althusser,Jacques Lacan
Q454802,Q96465,Directed,121,,,1.0,1,0,1,Ernesto Laclau,Klaus Holzkamp
Q236173,Q76357,Directed,123,,,14.0,10,0,1,Chantal Mouffe,Jürgen Habermas
Q184169,Q289333,Directed,124,,,66.0,14,0,1,Louis Althusser,Étienne Balibar
Q184169,Q219368,Directed,125,,,34.0,18,0,1,Louis Althusser,Judith Butler
Q153034,Q380443,Directed,126,,,7.0,4,0,1,Emmanuel Levinas,Alain Finkielkraut
Q236173,Q172544,Directed,127,,,13.0,9,0,1,Chantal Mouffe,John Rawls
Q153034,Q631466,Directed,128,,,11.0,5,0,1,Emmanuel Levinas,Benny Lévy
Q503017,Q3313749,Directed,129,,,2.0,1,0,1,Jean-Luc Nancy,Mikkel Borch-Jacobsen
Q153034,Q313509,Directed,130,,,15.0,7,0,1,Emmanuel Levinas,Bernard-Henri Lévy
Q503017,Q95141,Directed,131,,,2.0,1,0,1,Jean-Luc Nancy,Christian Bourgois
Q128126,Q9364,Directed,132,,,23.0,15,0,1,Claude Lévi-Strauss,Jean-Paul Sartre
Q503017,Q1265639,Directed,133,,,12.0,6,0,1,Jean-Luc Nancy,Roberto Esposito
Q822727,Q381678,Directed,134,,,12.0,3,0,1,Bernard Stiegler,André Leroi-Gourhan
Q236173,Q373036,Directed,135,,,3.0,2,0,1,Chantal Mouffe,Claude Lefort
Q503017,Q376422,Directed,136,,,10.0,3,0,1,Jean-Luc Nancy,Federico Ferrari
Q187166,Q152176,Directed,137,,,6.0,4,0,1,Antonin Artaud,Paul Éluard
Q236173,Q467470,Directed,138,,,5.0,3,0,1,Chantal Mouffe,Jacques Rancière
Q184169,Q467470,Directed,139,,,52.0,14,0,1,Louis Althusser,Jacques Rancière
Q503017,Q3106741,Directed,140,,,2.0,1,0,1,Jean-Luc Nancy,Ginette Michaud
Q187166,Q218690,Directed,141,,,5.0,3,0,1,Antonin Artaud,Raymond Queneau
Q822727,Q3124002,Directed,142,,,4.0,1,0,1,Bernard Stiegler,Gérard Granel
Q236173,Q158030,Directed,143,,,5.0,3,0,1,Chantal Mouffe,Cornelius Castoriadis locus
Q187166,Q309898,Directed,145,,,8.0,5,0,1,Antonin Artaud,Jean-Louis Barrault
Q822727,Q3014631,Directed,147,,,6.0,1,0,1,Bernard Stiegler,Daniel Ross
Q187166,Q55388,Directed,148,,,7.0,4,0,1,Antonin Artaud,René Clair
Q236173,Q17045132,Directed,149,,,7.0,3,0,1,Chantal Mouffe,Íñigo Errejón
Q503017,Q183265,Directed,150,,,6.0,3,0,1,Jean-Luc Nancy,Wendy Brown
Q187166,Q974324,Directed,152,,,3.0,2,0,1,Antonin Artaud,Maurice Nadeau
Q503017,Q658382,Directed,153,,,8.0,3,0,1,Jean-Luc Nancy,Robert Antelme
Q187166,Q581018,Directed,155,,,5.0,3,0,1,Antonin Artaud,Claude Mauriac
Q503017,Q870924,Directed,156,,,4.0,2,0,1,Jean-Luc Nancy,Simon Hantaï
Q503017,Q2825437,Directed,157,,,2.0,1,0,1,Jean-Luc Nancy,Adèle Van Reeth
Q187166,Q315015,Directed,158,,,3.0,2,0,1,Antonin Artaud,René Char
Q128126,Q223949,Directed,159,,,4.0,2,0,1,Claude Lévi-Strauss,Maurice Druon
Q503017,Q3014969,Directed,160,,,2.0,1,0,1,Jean-Luc Nancy,Danielle Cohen-Levinas
Q159876,Q102106,Directed,161,,,1.0,1,0,1,Julia Kristeva,Stephan Moebius
Q454802,Q179109,Directed,162,,,4.0,4,0,1,Ernesto Laclau,Roland Barthes
Q128126,Q329,Directed,164,,,6.0,4,0,1,Claude Lévi-Strauss,Nicolas Sarkozy
Q128126,Q206327,Directed,165,,,4.0,3,0,1,Claude Lévi-Strauss,Bernard Kouchner
Q454802,Q170899,Directed,167,,,1.0,1,0,1,Ernesto Laclau,Néstor Kirchner
Q503017,Q19629750,Directed,168,,,2.0,1,0,1,Jean-Luc Nancy,Joseph Cohen
Q353754,Q315210,Directed,169,,,10.0,5,0,1,Paul de Man,Maurice Blanchot
Q822727,Q184226,Directed,173,,,6.0,2,0,1,Bernard Stiegler,Gilles Deleuze
Q207359,Q315210,Directed,175,,,48.0,16,0,1,Georges Bataille,Maurice Blanchot
Q207359,Q7060,Directed,176,,,17.0,9,0,1,Georges Bataille,Michel Onfray
Q207359,Q311687,Directed,177,,,24.0,10,0,1,Georges Bataille,Giorgio Agamben
Q184169,Q128126,Directed,180,,,19.0,11,0,1,Louis Althusser,Claude Lévi-Strauss
Q353754,Q61078,Directed,181,,,12.0,6,0,1,Paul de Man,Walter Benjamin
Q179109,Q38757,Directed,182,,,13.0,9,0,1,Roland Barthes,Bertolt Brecht
Q187166,Q130631,Directed,183,,,34.0,9,0,1,Antonin Artaud,Jacques Derrida
Q179109,Q156201,Directed,184,,,11.0,7,0,1,Roland Barthes,Roman Jakobson
Q179109,Q313769,Directed,185,,,8.0,4,0,1,Roland Barthes,Louis Hjelmslev
Q179109,Q159566,Directed,186,,,3.0,2,0,1,Roland Barthes,Cy Twombly
Q128126,Q185105,Directed,187,,,10.0,7,0,1,Claude Lévi-Strauss,Fernand Braudel
Q159876,Q2494,Directed,189,,,3.0,2,0,1,Julia Kristeva,Benedict XVI
Q822727,Q218022,Directed,191,,,4.0,2,0,1,Bernard Stiegler,Alain Resnais
Q187166,Q312529,Directed,192,,,6.0,2,0,1,Antonin Artaud,André Masson
Q187166,Q184622,Directed,194,,,4.0,3,0,1,Antonin Artaud,Jean Genet
Q159876,Q44272,Directed,195,,,19.0,13,0,1,Julia Kristeva,Michel Foucault
Q187166,Q37327,Directed,196,,,4.0,3,0,1,Antonin Artaud,Samuel Beckett
Q822727,Q5603,Directed,199,,,4.0,2,0,1,Bernard Stiegler,Andy Warhol
Q187166,Q184226,Directed,200,,,21.0,8,0,1,Antonin Artaud,Gilles Deleuze
Q184169,Q57085,Directed,201,,,1.0,1,0,1,Louis Althusser,Erich Fromm
Q128126,Q255463,Directed,203,,,2.0,1,0,1,Claude Lévi-Strauss,Camille Paglia
Q187166,Q352465,Directed,205,,,11.0,4,0,1,Antonin Artaud,Félix Guattari
Q159876,Q327601,Directed,206,,,2.0,1,0,1,Julia Kristeva,Jean-Pierre Faye
Q822727,Q153965,Directed,207,,,4.0,2,0,1,Bernard Stiegler,Joseph Beuys
Q159876,Q388714,Directed,208,,,2.0,1,0,1,Julia Kristeva,Marcelin Pleynet
Q159876,Q3174310,Directed,209,,,2.0,1,0,1,Julia Kristeva,Jean Ricardou
Q187166,Q6711,Directed,210,,,2.0,1,0,1,Antonin Artaud,Allen Ginsberg
Q159876,Q3157791,Directed,211,,,2.0,1,0,1,Julia Kristeva,Jacqueline Risset
Q159876,Q3022908,Directed,212,,,2.0,1,0,1,Julia Kristeva,Denis Roche
Q128126,Q6204614,Directed,214,,,2.0,1,0,1,Claude Lévi-Strauss,Joachim Neugroschel
Q187166,Q49760,Directed,215,,,13.0,10,0,1,Antonin Artaud,Peter Brook
Q159876,Q12807,Directed,216,,,6.0,5,0,1,Julia Kristeva,Umberto Eco
Q128126,Q945597,Directed,218,,,8.0,4,0,1,Claude Lévi-Strauss,Didier Eribon
Q207359,Q2636468,Directed,219,,,8.0,4,0,1,Georges Bataille,Sylvia Bataille
Q128126,Q312523,Directed,220,,,2.0,1,0,1,Claude Lévi-Strauss,Jean-Louis de Rambures
Q822727,Q60030,Directed,221,,,4.0,2,0,1,Bernard Stiegler,Herbert Marcuse
Q159876,Q5816,Directed,223,,,4.0,2,0,1,Julia Kristeva,Mao Zedong
Q187166,Q321917,Directed,224,,,2.0,1,0,1,Antonin Artaud,Spalding Gray
Q187166,Q2149500,Directed,225,,,2.0,1,0,1,Antonin Artaud,Richard Foreman
Q187166,Q2959759,Directed,226,,,2.0,1,0,1,Antonin Artaud,Charles Marowitz
Q207359,Q9364,Directed,227,,,25.0,13,0,1,Georges Bataille,Jean-Paul Sartre
Q187166,Q294583,Directed,228,,,2.0,1,0,1,Antonin Artaud,Sam Shepard
Q822727,Q6388143,Directed,229,,,2.0,1,0,1,Bernard Stiegler,Ken McMullen
Q207359,Q324944,Directed,230,,,23.0,10,0,1,Georges Bataille,Philippe Sollers
Q236173,Q8048911,Directed,232,,,1.0,1,0,1,Chantal Mouffe,Yannis Stavrakakis
Q503017,Q3124002,Directed,234,,,4.0,1,0,1,Jean-Luc Nancy,Gérard Granel
Q187166,Q452761,Directed,237,,,2.0,1,0,1,Antonin Artaud,Giannina Braschi
Q822727,Q1483332,Directed,238,,,2.0,1,0,1,Bernard Stiegler,Geoffrey Bennington
Q187166,Q957627,Directed,239,,,6.0,3,0,1,Antonin Artaud,Luis Alberto Spinetta
Q187166,Q298726,Directed,240,,,3.0,2,0,1,Antonin Artaud,John Zorn
Q822727,Q193257,Directed,247,,,2.0,1,0,1,Bernard Stiegler,Jean-François Lyotard
Q187166,Q207359,Directed,250,,,2.0,1,0,1,Antonin Artaud,Georges Bataille
Q187166,Q360259,Directed,251,,,2.0,1,0,1,Antonin Artaud,Leo Bersani
Q353754,Q240851,Directed,252,,,4.0,2,0,1,Paul de Man,Gayatri Chakravorty Spivak
Q187166,Q315210,Directed,253,,,4.0,2,0,1,Antonin Artaud,Maurice Blanchot
Q353754,Q4859030,Directed,254,,,6.0,2,0,1,Paul de Man,Barbara Johnson
Q353754,Q2218951,Directed,255,,,2.0,1,0,1,Paul de Man,Samuel Weber
Q128126,Q57393,Directed,256,,,1.0,1,0,1,Claude Lévi-Strauss,Anna Seghers
Q128126,Q161955,Directed,257,,,7.0,5,0,1,Claude Lévi-Strauss,André Breton
Q179109,Q313379,Directed,258,,,14.0,8,0,1,Roland Barthes,Algirdas Julien Greimas
Q128126,Q699510,Directed,260,,,2.0,2,0,1,Claude Lévi-Strauss,Jacques Soustelle
Q153034,Q2562588,Directed,261,,,2.0,1,0,1,Emmanuel Levinas,Martial Gueroult
Q187166,Q152824,Directed,262,,,2.0,1,0,1,Antonin Artaud,Susan Sontag
Q153034,Q354504,Directed,265,,,6.0,3,0,1,Emmanuel Levinas,Alexandre Kojève
Q159876,Q128126,Directed,266,,,6.0,6,0,1,Julia Kristeva,Claude Lévi-Strauss
Q503017,Q55210,Directed,267,,,6.0,2,0,1,Jean-Luc Nancy,Abbas Kiarostami
Q503017,Q373036,Directed,268,,,4.0,2,0,1,Jean-Luc Nancy,Claude Lefort
Q236173,Q7197,Directed,269,,,2.0,1,0,1,Chantal Mouffe,Simone de Beauvoir
Q187166,Q19504,Directed,270,,,12.0,9,0,1,Antonin Artaud,Fritz Lang
Q159876,Q16943207,Directed,271,,,1.0,1,0,1,Julia Kristeva,Jordi Llovet i Pomar
Q454802,Q311005,Directed,272,,,2.0,2,0,1,Ernesto Laclau,Alain Badiou
Q207359,Q170076,Directed,273,,,3.0,2,0,1,Georges Bataille,Jean Dubuffet
Q822727,Q378116,Directed,274,,,2.0,1,0,1,Bernard Stiegler,Régis Debray
Q353754,Q207359,Directed,275,,,4.0,1,0,1,Paul de Man,Georges Bataille
Q353754,Q744332,Directed,277,,,2.0,1,0,1,Paul de Man,Dwight Macdonald
Q207359,Q152384,Directed,278,,,10.0,5,0,1,Georges Bataille,Joan Miró
Q184169,Q212639,Directed,280,,,18.0,9,0,1,Louis Althusser,Maurice Merleau-Ponty
Q353754,Q268147,Directed,282,,,2.0,1,0,1,Paul de Man,Mary McCarthy
Q236173,Q219368,Directed,283,,,2.0,1,0,1,Chantal Mouffe,Judith Butler
Q503017,Q9364,Directed,284,,,2.0,1,0,1,Jean-Luc Nancy,Jean-Paul Sartre
Q353754,Q640963,Directed,289,,,2.0,1,0,1,Paul de Man,Henri Thomas
Q353754,Q66107,Directed,290,,,2.0,1,0,1,Paul de Man,Henry Kissinger
Q184169,Q35314,Directed,291,,,15.0,9,0,1,Louis Althusser,Nikita Khrushchev
Q353754,Q3616156,Directed,292,,,2.0,1,0,1,Paul de Man,Harry Levin
Q353754,Q453288,Directed,293,,,2.0,1,0,1,Paul de Man,George Steiner
Q353754,Q34670,Directed,296,,,2.0,1,0,1,Paul de Man,Albert Camus
Q353754,Q9364,Directed,297,,,2.0,1,0,1,Paul de Man,Jean-Paul Sartre
Q353754,Q909,Directed,298,,,4.0,2,0,1,Paul de Man,Jorge Luis Borges
Q184169,Q556740,Directed,299,,,1.0,1,0,1,Louis Althusser,Ariella Azoulay
Q503017,Q698256,Directed,300,,,2.0,1,0,1,Jean-Luc Nancy,On Kawara
Q128126,Q1379383,Directed,301,,,1.0,1,0,1,Claude Lévi-Strauss,Eva Moldenhauer
Q187166,Q713288,Directed,303,,,2.0,1,0,1,Antonin Artaud,René Crevel
Q128126,Q187363,Directed,304,,,7.0,2,0,1,Claude Lévi-Strauss,Dan Sperber
Q128126,Q2092940,Directed,306,,,1.0,1,0,1,Claude Lévi-Strauss,Pierre-André Boutang
Q187166,Q332618,Directed,307,,,8.0,6,0,1,Antonin Artaud,Jerzy Grotowski
Q822727,Q20907848,Directed,308,,,2.0,1,0,1,Bernard Stiegler,Erich Hörl
Q187166,Q702678,Directed,309,,,4.0,2,0,1,Antonin Artaud,Tadeusz Kantor
Q187166,Q44426,Directed,312,,,2.0,1,0,1,Antonin Artaud,Rainer Werner Fassbinder
Q187166,Q231141,Directed,314,,,4.0,2,0,1,Antonin Artaud,Sarah Kane
Q187166,Q77031,Directed,315,,,2.0,1,0,1,Antonin Artaud,Wolfgang Rihm
Q503017,Q16221006,Directed,316,,,2.0,1,0,1,Jean-Luc Nancy,Adam Kotsko
Q207359,Q169906,Directed,317,,,33.0,12,0,1,Georges Bataille,Jacques Lacan
Q187166,Q44272,Directed,318,,,5.0,2,0,1,Antonin Artaud,Michel Foucault
Q184169,Q179109,Directed,319,,,6.0,5,0,1,Louis Althusser,Roland Barthes
Q207359,Q3526420,Directed,320,,,6.0,2,0,1,Georges Bataille,Théodore Fraenkel
Q159876,Q360084,Directed,321,,,1.0,1,0,1,Julia Kristeva,Yuri Lotman
Q207359,Q312529,Directed,322,,,28.0,8,0,1,Georges Bataille,André Masson
Q153034,Q169906,Directed,324,,,4.0,2,0,1,Emmanuel Levinas,Jacques Lacan
Q153034,Q179109,Directed,326,,,2.0,1,0,1,Emmanuel Levinas,Roland Barthes
Q153034,Q44272,Directed,327,,,2.0,1,0,1,Emmanuel Levinas,Michel Foucault
Q184169,Q551761,Directed,328,,,8.0,2,0,1,Louis Althusser,Jean Guitton
Q153034,Q128126,Directed,329,,,4.0,2,0,1,Emmanuel Levinas,Claude Lévi-Strauss
Q187166,Q1903753,Directed,330,,,3.0,2,0,1,Antonin Artaud,Martin Esslin
Q353754,Q193257,Directed,331,,,2.0,1,0,1,Paul de Man,Jean-François Lyotard
Q187166,Q823870,Directed,332,,,4.0,1,0,1,Antonin Artaud,Bernd Mattheus
Q184169,Q3571680,Directed,333,,,8.0,1,0,1,Louis Althusser,Yann Moulier-Boutang
Q153034,Q460824,Directed,334,,,14.0,2,0,1,Emmanuel Levinas,Jean-Luc Marion
Q187166,Q154335,Directed,336,,,2.0,1,0,1,Antonin Artaud,Yves Klein no c bro disulpa
Q353754,Q347362,Directed,337,,,4.0,1,0,1,Paul de Man,Fredric Jameson
Q187166,Q376062,Directed,338,,,2.0,1,0,1,Antonin Artaud,Sigmar Polke
Q207359,Q462591,Directed,339,,,29.0,11,0,1,Georges Bataille,Michel Leiris
Q822727,Q705289,Directed,340,,,2.0,1,0,1,Bernard Stiegler,Philippe Petit
Q353754,Q3262682,Directed,342,,,2.0,1,0,1,Paul de Man,Louis Menand
Q184169,Q184226,Directed,343,,,14.0,5,0,1,Louis Althusser,Gilles Deleuze
Q353754,Q14948907,Directed,345,,,2.0,1,0,1,Paul de Man,Claire Colebrook
Q353754,Q16728131,Directed,347,,,4.0,1,0,1,Paul de Man,Tom Cohen
Q184169,Q631466,Directed,348,,,2.0,1,0,1,Louis Althusser,Benny Lévy
Q353754,Q4132725,Directed,349,,,2.0,1,0,1,Paul de Man,J. Hillis Miller
Q184169,Q3435762,Directed,350,,,2.0,1,0,1,Louis Althusser,Robert Linhart
Q184169,Q160619,Directed,351,,,12.0,6,0,1,Louis Althusser,Roger Garaudy
Q153034,Q60025,Directed,352,,,3.0,2,0,1,Emmanuel Levinas,Hannah Arendt
Q353754,Q974539,Directed,353,,,2.0,1,0,1,Paul de Man,Malcolm Bradbury
Q353754,Q8028896,Directed,354,,,2.0,1,0,1,Paul de Man,Wlad Godzich
Q236173,Q2020415,Directed,356,,,2.0,1,0,1,Chantal Mouffe,Oliver Marchart
Q153034,Q3379642,Directed,361,,,4.0,1,0,1,Emmanuel Levinas,Philippe Corcuff
Q153034,Q23701432,Directed,362,,,2.0,1,0,1,Emmanuel Levinas,Natalie Depraz
Q153034,Q192066,Directed,363,,,29.0,15,0,1,Emmanuel Levinas,Paul Ricœur
Q128126,Q319243,Directed,364,,,2.0,1,0,1,Claude Lévi-Strauss,Alexandre Koyré
Q159876,Q37327,Directed,365,,,2.0,1,0,1,Julia Kristeva,Samuel Beckett
Q159876,Q151820,Directed,366,,,2.0,1,0,1,Julia Kristeva,Louis-Ferdinand Céline
Q153034,Q3591259,Directed,367,,,6.0,1,0,1,Emmanuel Levinas,Éric Marty
Q184169,Q2833865,Directed,368,,,2.0,1,0,1,Louis Althusser,Alexandre Matheron
Q153034,Q3312923,Directed,369,,,2.0,1,0,1,Emmanuel Levinas,Miguel Abensour
Q128126,Q160640,Directed,372,,,2.0,1,0,1,Claude Lévi-Strauss,Raymond Aron
Q236173,Q11406694,Directed,373,,,1.0,1,0,1,Chantal Mouffe,Shin Chiba
Q128126,Q315210,Directed,374,,,2.0,1,0,1,Claude Lévi-Strauss,Maurice Blanchot
