local_source,local_target,Source,Target,Type,id,label,timeset,weight,wikiweight,isolateedge,distinctweight,source_name,target_name
http://datadock.io/timathom/netsci/id/resource/person/Q184169,http://datadock.io/timathom/netsci/id/resource/person/Q44272,http://www.wikidata.org/entity/Q184169,http://www.wikidata.org/entity/Q44272,Directed,1,,,81.0,28,0,1,Louis Althusser,Michel Foucault
http://datadock.io/timathom/netsci/id/resource/person/Q184169,http://datadock.io/timathom/netsci/id/resource/person/Q311005,http://www.wikidata.org/entity/Q184169,http://www.wikidata.org/entity/Q311005,Directed,3,,,44.0,20,0,1,Louis Althusser,Alain Badiou
http://datadock.io/timathom/netsci/id/resource/person/Q822727,http://datadock.io/timathom/netsci/id/resource/person/Q130631,http://www.wikidata.org/entity/Q822727,http://www.wikidata.org/entity/Q130631,Directed,4,,,32.0,10,0,1,Bernard Stiegler,Jacques Derrida
http://datadock.io/timathom/netsci/id/resource/person/Q454802,http://datadock.io/timathom/netsci/id/resource/person/Q83003,http://www.wikidata.org/entity/Q454802,http://www.wikidata.org/entity/Q83003,Directed,5,,,25.0,18,0,1,Ernesto Laclau,Antonio Gramsci
http://datadock.io/timathom/netsci/id/resource/person/Q454802,http://datadock.io/timathom/netsci/id/resource/person/Q184169,http://www.wikidata.org/entity/Q454802,http://www.wikidata.org/entity/Q184169,Directed,6,,,17.0,12,0,1,Ernesto Laclau,Louis Althusser
http://datadock.io/timathom/netsci/id/resource/person/Q454802,http://datadock.io/timathom/netsci/id/resource/person/Q34933,http://www.wikidata.org/entity/Q454802,http://www.wikidata.org/entity/Q34933,Directed,7,,,13.0,12,0,1,Ernesto Laclau,Eric Hobsbawm
http://datadock.io/timathom/netsci/id/resource/person/Q353754,http://datadock.io/timathom/netsci/id/resource/person/Q130631,http://www.wikidata.org/entity/Q353754,http://www.wikidata.org/entity/Q130631,Directed,8,,,55.0,15,0,1,Paul de Man,Jacques Derrida
http://datadock.io/timathom/netsci/id/resource/person/Q454802,http://datadock.io/timathom/netsci/id/resource/person/Q169906,http://www.wikidata.org/entity/Q454802,http://www.wikidata.org/entity/Q169906,Directed,9,,,21.0,14,0,1,Ernesto Laclau,Jacques Lacan
http://datadock.io/timathom/netsci/id/resource/person/Q159876,http://datadock.io/timathom/netsci/id/resource/person/Q324944,http://www.wikidata.org/entity/Q159876,http://www.wikidata.org/entity/Q324944,Directed,10,,,23.0,11,0,1,Julia Kristeva,Philippe Sollers
http://datadock.io/timathom/netsci/id/resource/person/Q454802,http://datadock.io/timathom/netsci/id/resource/person/Q44272,http://www.wikidata.org/entity/Q454802,http://www.wikidata.org/entity/Q44272,Directed,11,,,14.0,12,0,1,Ernesto Laclau,Michel Foucault
http://datadock.io/timathom/netsci/id/resource/person/Q454802,http://datadock.io/timathom/netsci/id/resource/person/Q130631,http://www.wikidata.org/entity/Q454802,http://www.wikidata.org/entity/Q130631,Directed,12,,,17.0,14,0,1,Ernesto Laclau,Jacques Derrida
http://datadock.io/timathom/netsci/id/resource/person/Q128126,http://datadock.io/timathom/netsci/id/resource/person/Q156201,http://www.wikidata.org/entity/Q128126,http://www.wikidata.org/entity/Q156201,Directed,13,,,66.0,30,0,1,Claude Lévi-Strauss,Roman Jakobson
http://datadock.io/timathom/netsci/id/resource/person/Q503017,http://datadock.io/timathom/netsci/id/resource/person/Q192066,http://www.wikidata.org/entity/Q503017,http://www.wikidata.org/entity/Q192066,Directed,14,,,13.0,7,0,1,Jean-Luc Nancy,Paul Ricœur
http://datadock.io/timathom/netsci/id/resource/person/Q503017,http://datadock.io/timathom/netsci/id/resource/person/Q130631,http://www.wikidata.org/entity/Q503017,http://www.wikidata.org/entity/Q130631,Directed,15,,,43.0,19,0,1,Jean-Luc Nancy,Jacques Derrida
http://datadock.io/timathom/netsci/id/resource/person/Q454802,http://datadock.io/timathom/netsci/id/resource/person/Q184750,http://www.wikidata.org/entity/Q454802,http://www.wikidata.org/entity/Q184750,Directed,16,,,30.0,20,0,1,Ernesto Laclau,Slavoj Žižek
http://datadock.io/timathom/netsci/id/resource/person/Q503017,http://datadock.io/timathom/netsci/id/resource/person/Q193257,http://www.wikidata.org/entity/Q503017,http://www.wikidata.org/entity/Q193257,Directed,17,,,9.0,4,0,1,Jean-Luc Nancy,Jean-François Lyotard
http://datadock.io/timathom/netsci/id/resource/person/Q454802,http://datadock.io/timathom/netsci/id/resource/person/Q219368,http://www.wikidata.org/entity/Q454802,http://www.wikidata.org/entity/Q219368,Directed,18,,,19.0,15,0,1,Ernesto Laclau,Judith Butler
http://datadock.io/timathom/netsci/id/resource/person/Q454802,http://datadock.io/timathom/netsci/id/resource/person/Q923743,http://www.wikidata.org/entity/Q454802,http://www.wikidata.org/entity/Q923743,Directed,19,,,4.0,4,0,1,Ernesto Laclau,Simon Critchley
http://datadock.io/timathom/netsci/id/resource/person/Q454802,http://datadock.io/timathom/netsci/id/resource/person/Q8048911,http://www.wikidata.org/entity/Q454802,http://www.wikidata.org/entity/Q8048911,Directed,21,,,2.0,1,0,1,Ernesto Laclau,Yannis Stavrakakis
http://datadock.io/timathom/netsci/id/resource/person/Q159876,http://datadock.io/timathom/netsci/id/resource/person/Q185375,http://www.wikidata.org/entity/Q159876,http://www.wikidata.org/entity/Q185375,Directed,22,,,19.0,11,0,1,Julia Kristeva,Mikhail Bakhtin
http://datadock.io/timathom/netsci/id/resource/person/Q454802,http://datadock.io/timathom/netsci/id/resource/person/Q17045132,http://www.wikidata.org/entity/Q454802,http://www.wikidata.org/entity/Q17045132,Directed,23,,,2.0,2,0,1,Ernesto Laclau,Íñigo Errejón
http://datadock.io/timathom/netsci/id/resource/person/Q159876,http://datadock.io/timathom/netsci/id/resource/person/Q169906,http://www.wikidata.org/entity/Q159876,http://www.wikidata.org/entity/Q169906,Directed,24,,,31.0,20,0,1,Julia Kristeva,Jacques Lacan
http://datadock.io/timathom/netsci/id/resource/person/Q454802,http://datadock.io/timathom/netsci/id/resource/person/Q236173,http://www.wikidata.org/entity/Q454802,http://www.wikidata.org/entity/Q236173,Directed,25,,,48.0,19,0,1,Ernesto Laclau,Chantal Mouffe
http://datadock.io/timathom/netsci/id/resource/person/Q159876,http://datadock.io/timathom/netsci/id/resource/person/Q179109,http://www.wikidata.org/entity/Q159876,http://www.wikidata.org/entity/Q179109,Directed,26,,,49.0,24,0,1,Julia Kristeva,Roland Barthes
http://datadock.io/timathom/netsci/id/resource/person/Q128126,http://datadock.io/timathom/netsci/id/resource/person/Q169906,http://www.wikidata.org/entity/Q128126,http://www.wikidata.org/entity/Q169906,Directed,27,,,31.0,14,0,1,Claude Lévi-Strauss,Jacques Lacan
http://datadock.io/timathom/netsci/id/resource/person/Q128126,http://datadock.io/timathom/netsci/id/resource/person/Q156268,http://www.wikidata.org/entity/Q128126,http://www.wikidata.org/entity/Q156268,Directed,28,,,31.0,18,0,1,Claude Lévi-Strauss,Pierre Bourdie
http://datadock.io/timathom/netsci/id/resource/person/Q159876,http://datadock.io/timathom/netsci/id/resource/person/Q130631,http://www.wikidata.org/entity/Q159876,http://www.wikidata.org/entity/Q130631,Directed,29,,,22.0,11,0,1,Julia Kristeva,Jacques Derrida
http://datadock.io/timathom/netsci/id/resource/person/Q128126,http://datadock.io/timathom/netsci/id/resource/person/Q550729,http://www.wikidata.org/entity/Q128126,http://www.wikidata.org/entity/Q550729,Directed,30,,,22.0,7,0,1,Claude Lévi-Strauss,Edmund Leach
http://datadock.io/timathom/netsci/id/resource/person/Q159876,http://datadock.io/timathom/netsci/id/resource/person/Q513448,http://www.wikidata.org/entity/Q159876,http://www.wikidata.org/entity/Q513448,Directed,31,,,4.0,1,0,1,Julia Kristeva,Lucien Goldmann
http://datadock.io/timathom/netsci/id/resource/person/Q128126,http://datadock.io/timathom/netsci/id/resource/person/Q452742,http://www.wikidata.org/entity/Q128126,http://www.wikidata.org/entity/Q452742,Directed,32,,,4.0,2,0,1,Claude Lévi-Strauss,Catherine Clément
http://datadock.io/timathom/netsci/id/resource/person/Q236173,http://datadock.io/timathom/netsci/id/resource/person/Q454802,http://www.wikidata.org/entity/Q236173,http://www.wikidata.org/entity/Q454802,Directed,33,,,36.0,19,0,1,Chantal Mouffe,Ernesto Laclau
http://datadock.io/timathom/netsci/id/resource/person/Q503017,http://datadock.io/timathom/netsci/id/resource/person/Q207359,http://www.wikidata.org/entity/Q503017,http://www.wikidata.org/entity/Q207359,Directed,34,,,28.0,11,0,1,Jean-Luc Nancy,Georges Bataille
http://datadock.io/timathom/netsci/id/resource/person/Q128126,http://datadock.io/timathom/netsci/id/resource/person/Q1197333,http://www.wikidata.org/entity/Q128126,http://www.wikidata.org/entity/Q1197333,Directed,35,,,13.0,3,0,1,Claude Lévi-Strauss,Philippe Descola
http://datadock.io/timathom/netsci/id/resource/person/Q159876,http://datadock.io/timathom/netsci/id/resource/person/Q60025,http://www.wikidata.org/entity/Q159876,http://www.wikidata.org/entity/Q60025,Directed,36,,,21.0,13,0,1,Julia Kristeva,Hannah Arendt
http://datadock.io/timathom/netsci/id/resource/person/Q179109,http://datadock.io/timathom/netsci/id/resource/person/Q169906,http://www.wikidata.org/entity/Q179109,http://www.wikidata.org/entity/Q169906,Directed,37,,,32.0,20,0,1,Roland Barthes,Jacques Lacan
http://datadock.io/timathom/netsci/id/resource/person/Q159876,http://datadock.io/timathom/netsci/id/resource/person/Q207359,http://www.wikidata.org/entity/Q159876,http://www.wikidata.org/entity/Q207359,Directed,38,,,8.0,3,0,1,Julia Kristeva,Georges Bataille
http://datadock.io/timathom/netsci/id/resource/person/Q503017,http://datadock.io/timathom/netsci/id/resource/person/Q1333153,http://www.wikidata.org/entity/Q503017,http://www.wikidata.org/entity/Q1333153,Directed,39,,,36.0,11,0,1,Jean-Luc Nancy,Philippe Lacoue-Labarthe
http://datadock.io/timathom/netsci/id/resource/person/Q153034,http://datadock.io/timathom/netsci/id/resource/person/Q9364,http://www.wikidata.org/entity/Q153034,http://www.wikidata.org/entity/Q9364,Directed,40,,,50.0,18,0,1,Emmanuel Levinas,Jean-Paul Sartre
http://datadock.io/timathom/netsci/id/resource/person/Q179109,http://datadock.io/timathom/netsci/id/resource/person/Q9364,http://www.wikidata.org/entity/Q179109,http://www.wikidata.org/entity/Q9364,Directed,41,,,41.0,26,0,1,Roland Barthes,Jean-Paul Sartre
http://datadock.io/timathom/netsci/id/resource/person/Q454802,http://datadock.io/timathom/netsci/id/resource/person/Q215258,http://www.wikidata.org/entity/Q454802,http://www.wikidata.org/entity/Q215258,Directed,42,,,1.0,1,0,1,Ernesto Laclau,Richard Rorty
http://datadock.io/timathom/netsci/id/resource/person/Q179109,http://datadock.io/timathom/netsci/id/resource/person/Q207359,http://www.wikidata.org/entity/Q179109,http://www.wikidata.org/entity/Q207359,Directed,43,,,13.0,9,0,1,Roland Barthes,Georges Bataille
http://datadock.io/timathom/netsci/id/resource/person/Q153034,http://datadock.io/timathom/netsci/id/resource/person/Q212639,http://www.wikidata.org/entity/Q153034,http://www.wikidata.org/entity/Q212639,Directed,44,,,24.0,8,0,1,Emmanuel Levinas,Maurice Merleau-Ponty
http://datadock.io/timathom/netsci/id/resource/person/Q153034,http://datadock.io/timathom/netsci/id/resource/person/Q130631,http://www.wikidata.org/entity/Q153034,http://www.wikidata.org/entity/Q130631,Directed,45,,,73.0,23,0,1,Emmanuel Levinas,Jacques Derrida
http://datadock.io/timathom/netsci/id/resource/person/Q236173,http://datadock.io/timathom/netsci/id/resource/person/Q83003,http://www.wikidata.org/entity/Q236173,http://www.wikidata.org/entity/Q83003,Directed,46,,,14.0,12,0,1,Chantal Mouffe,Antonio Gramsci
http://datadock.io/timathom/netsci/id/resource/person/Q179109,http://datadock.io/timathom/netsci/id/resource/person/Q44272,http://www.wikidata.org/entity/Q179109,http://www.wikidata.org/entity/Q44272,Directed,47,,,37.0,22,0,1,Roland Barthes,Michel Foucault
http://datadock.io/timathom/netsci/id/resource/person/Q179109,http://datadock.io/timathom/netsci/id/resource/person/Q159876,http://www.wikidata.org/entity/Q179109,http://www.wikidata.org/entity/Q159876,Directed,48,,,15.0,10,0,1,Roland Barthes,Julia Kristeva
http://datadock.io/timathom/netsci/id/resource/person/Q179109,http://datadock.io/timathom/netsci/id/resource/person/Q152824,http://www.wikidata.org/entity/Q179109,http://www.wikidata.org/entity/Q152824,Directed,49,,,15.0,8,0,1,Roland Barthes,Susan Sontag
http://datadock.io/timathom/netsci/id/resource/person/Q153034,http://datadock.io/timathom/netsci/id/resource/person/Q158092,http://www.wikidata.org/entity/Q153034,http://www.wikidata.org/entity/Q158092,Directed,50,,,13.0,7,0,1,Emmanuel Levinas,Zygmunt Bauman
http://datadock.io/timathom/netsci/id/resource/person/Q187166,http://datadock.io/timathom/netsci/id/resource/person/Q5577,http://www.wikidata.org/entity/Q187166,http://www.wikidata.org/entity/Q5577,Directed,52,,,4.0,3,0,1,Antonin Artaud,Salvador Dalí
http://datadock.io/timathom/netsci/id/resource/person/Q503017,http://datadock.io/timathom/netsci/id/resource/person/Q315210,http://www.wikidata.org/entity/Q503017,http://www.wikidata.org/entity/Q315210,Directed,53,,,20.0,8,0,1,Jean-Luc Nancy,Maurice Blanchot
http://datadock.io/timathom/netsci/id/resource/person/Q187166,http://datadock.io/timathom/netsci/id/resource/person/Q51545,http://www.wikidata.org/entity/Q187166,http://www.wikidata.org/entity/Q51545,Directed,54,,,3.0,2,0,1,Antonin Artaud,Luis Buñuel
http://datadock.io/timathom/netsci/id/resource/person/Q454802,http://datadock.io/timathom/netsci/id/resource/person/Q7326722,http://www.wikidata.org/entity/Q454802,http://www.wikidata.org/entity/Q7326722,Directed,55,,,1.0,1,0,1,Ernesto Laclau,Richard J. F. Day
http://datadock.io/timathom/netsci/id/resource/person/Q207359,http://datadock.io/timathom/netsci/id/resource/person/Q354504,http://www.wikidata.org/entity/Q207359,http://www.wikidata.org/entity/Q354504,Directed,56,,,39.0,15,0,1,Georges Bataille,Alexandre Kojève
http://datadock.io/timathom/netsci/id/resource/person/Q503017,http://datadock.io/timathom/netsci/id/resource/person/Q169906,http://www.wikidata.org/entity/Q503017,http://www.wikidata.org/entity/Q169906,Directed,57,,,14.0,7,0,1,Jean-Luc Nancy,Jacques Lacan
http://datadock.io/timathom/netsci/id/resource/person/Q822727,http://datadock.io/timathom/netsci/id/resource/person/Q3287914,http://www.wikidata.org/entity/Q822727,http://www.wikidata.org/entity/Q3287914,Directed,59,,,4.0,1,0,1,Bernard Stiegler,Marc Crépon
http://datadock.io/timathom/netsci/id/resource/person/Q179109,http://datadock.io/timathom/netsci/id/resource/person/Q130631,http://www.wikidata.org/entity/Q179109,http://www.wikidata.org/entity/Q130631,Directed,60,,,42.0,13,0,1,Roland Barthes,Jacques Derrida
http://datadock.io/timathom/netsci/id/resource/person/Q822727,http://datadock.io/timathom/netsci/id/resource/person/Q2942032,http://www.wikidata.org/entity/Q822727,http://www.wikidata.org/entity/Q2942032,Directed,61,,,4.0,2,0,1,Bernard Stiegler,Catherine Perret
http://datadock.io/timathom/netsci/id/resource/person/Q179109,http://datadock.io/timathom/netsci/id/resource/person/Q324944,http://www.wikidata.org/entity/Q179109,http://www.wikidata.org/entity/Q324944,Directed,62,,,22.0,9,0,1,Roland Barthes,Philippe Sollers
http://datadock.io/timathom/netsci/id/resource/person/Q187166,http://datadock.io/timathom/netsci/id/resource/person/Q809732,http://www.wikidata.org/entity/Q187166,http://www.wikidata.org/entity/Q809732,Directed,63,,,14.0,7,0,1,Antonin Artaud,Roger Vitrac
http://datadock.io/timathom/netsci/id/resource/person/Q184169,http://datadock.io/timathom/netsci/id/resource/person/Q5816,http://www.wikidata.org/entity/Q184169,http://www.wikidata.org/entity/Q5816,Directed,64,,,24.0,15,0,1,Louis Althusser,Mao Zedong
http://datadock.io/timathom/netsci/id/resource/person/Q184169,http://datadock.io/timathom/netsci/id/resource/person/Q83003,http://www.wikidata.org/entity/Q184169,http://www.wikidata.org/entity/Q83003,Directed,66,,,65.0,28,0,1,Louis Althusser,Antonio Gramsci
http://datadock.io/timathom/netsci/id/resource/person/Q503017,http://datadock.io/timathom/netsci/id/resource/person/Q607534,http://www.wikidata.org/entity/Q503017,http://www.wikidata.org/entity/Q607534,Directed,68,,,5.0,3,0,1,Jean-Luc Nancy,Jean-Christophe Bailly
http://datadock.io/timathom/netsci/id/resource/person/Q503017,http://datadock.io/timathom/netsci/id/resource/person/Q311687,http://www.wikidata.org/entity/Q503017,http://www.wikidata.org/entity/Q311687,Directed,70,,,19.0,11,0,1,Jean-Luc Nancy,Giorgio Agamben
http://datadock.io/timathom/netsci/id/resource/person/Q179109,http://datadock.io/timathom/netsci/id/resource/person/Q2038,http://www.wikidata.org/entity/Q179109,http://www.wikidata.org/entity/Q2038,Directed,71,,,14.0,10,0,1,Roland Barthes,François Mitterrand
http://datadock.io/timathom/netsci/id/resource/person/Q822727,http://datadock.io/timathom/netsci/id/resource/person/Q311005,http://www.wikidata.org/entity/Q822727,http://www.wikidata.org/entity/Q311005,Directed,72,,,6.0,3,0,1,Bernard Stiegler,Alain Badiou
http://datadock.io/timathom/netsci/id/resource/person/Q503017,http://datadock.io/timathom/netsci/id/resource/person/Q311005,http://www.wikidata.org/entity/Q503017,http://www.wikidata.org/entity/Q311005,Directed,73,,,17.0,10,0,1,Jean-Luc Nancy,Alain Badiou
http://datadock.io/timathom/netsci/id/resource/person/Q822727,http://datadock.io/timathom/netsci/id/resource/person/Q982224,http://www.wikidata.org/entity/Q822727,http://www.wikidata.org/entity/Q982224,Directed,74,,,2.0,1,0,1,Bernard Stiegler,Miguel Benasayag
http://datadock.io/timathom/netsci/id/resource/person/Q187166,http://datadock.io/timathom/netsci/id/resource/person/Q213582,http://www.wikidata.org/entity/Q187166,http://www.wikidata.org/entity/Q213582,Directed,75,,,6.0,4,0,1,Antonin Artaud,Arthur Adamov
http://datadock.io/timathom/netsci/id/resource/person/Q503017,http://datadock.io/timathom/netsci/id/resource/person/Q432730,http://www.wikidata.org/entity/Q503017,http://www.wikidata.org/entity/Q432730,Directed,76,,,10.0,6,0,1,Jean-Luc Nancy,Daniel Bensaïd
http://datadock.io/timathom/netsci/id/resource/person/Q822727,http://datadock.io/timathom/netsci/id/resource/person/Q664619,http://www.wikidata.org/entity/Q822727,http://www.wikidata.org/entity/Q664619,Directed,77,,,2.0,1,0,1,Bernard Stiegler,Rémi Brague
http://datadock.io/timathom/netsci/id/resource/person/Q822727,http://datadock.io/timathom/netsci/id/resource/person/Q3015768,http://www.wikidata.org/entity/Q822727,http://www.wikidata.org/entity/Q3015768,Directed,78,,,4.0,2,0,1,Bernard Stiegler,Dany-Robert Dufour
http://datadock.io/timathom/netsci/id/resource/person/Q179109,http://datadock.io/timathom/netsci/id/resource/person/Q34670,http://www.wikidata.org/entity/Q179109,http://www.wikidata.org/entity/Q34670,Directed,79,,,10.0,7,0,1,Roland Barthes,Albert Camus
http://datadock.io/timathom/netsci/id/resource/person/Q503017,http://datadock.io/timathom/netsci/id/resource/person/Q467470,http://www.wikidata.org/entity/Q503017,http://www.wikidata.org/entity/Q467470,Directed,80,,,14.0,8,0,1,Jean-Luc Nancy,Jacques Rancière
http://datadock.io/timathom/netsci/id/resource/person/Q184169,http://datadock.io/timathom/netsci/id/resource/person/Q220008,http://www.wikidata.org/entity/Q184169,http://www.wikidata.org/entity/Q220008,Directed,81,,,24.0,13,0,1,Louis Althusser,"Anthony Giddens, Baron Giddens"
http://datadock.io/timathom/netsci/id/resource/person/Q503017,http://datadock.io/timathom/netsci/id/resource/person/Q184750,http://www.wikidata.org/entity/Q503017,http://www.wikidata.org/entity/Q184750,Directed,82,,,17.0,10,0,1,Jean-Luc Nancy,Slavoj Žižek
http://datadock.io/timathom/netsci/id/resource/person/Q822727,http://datadock.io/timathom/netsci/id/resource/person/Q380443,http://www.wikidata.org/entity/Q822727,http://www.wikidata.org/entity/Q380443,Directed,83,,,4.0,2,0,1,Bernard Stiegler,Alain Finkielkraut
http://datadock.io/timathom/netsci/id/resource/person/Q503017,http://datadock.io/timathom/netsci/id/resource/person/Q4361145,http://www.wikidata.org/entity/Q503017,http://www.wikidata.org/entity/Q4361145,Directed,84,,,2.0,1,0,1,Jean-Luc Nancy,Yelena Petrovskaya
http://datadock.io/timathom/netsci/id/resource/person/Q822727,http://datadock.io/timathom/netsci/id/resource/person/Q274715,http://www.wikidata.org/entity/Q822727,http://www.wikidata.org/entity/Q274715,Directed,85,,,2.0,1,0,1,Bernard Stiegler,Élisabeth de Fontenay
http://datadock.io/timathom/netsci/id/resource/person/Q822727,http://datadock.io/timathom/netsci/id/resource/person/Q3380365,http://www.wikidata.org/entity/Q822727,http://www.wikidata.org/entity/Q3380365,Directed,86,,,2.0,1,0,1,Bernard Stiegler,Philippe Meirieu
http://datadock.io/timathom/netsci/id/resource/person/Q503017,http://datadock.io/timathom/netsci/id/resource/person/Q4444882,http://www.wikidata.org/entity/Q503017,http://www.wikidata.org/entity/Q4444882,Directed,87,,,2.0,1,0,1,Jean-Luc Nancy,Q4444882
http://datadock.io/timathom/netsci/id/resource/person/Q187166,http://datadock.io/timathom/netsci/id/resource/person/Q325925,http://www.wikidata.org/entity/Q187166,http://www.wikidata.org/entity/Q325925,Directed,91,,,7.0,4,0,1,Antonin Artaud,Balthus
http://datadock.io/timathom/netsci/id/resource/person/Q454802,http://datadock.io/timathom/netsci/id/resource/person/Q2020415,http://www.wikidata.org/entity/Q454802,http://www.wikidata.org/entity/Q2020415,Directed,93,,,6.0,1,0,1,Ernesto Laclau,Oliver Marchart
http://datadock.io/timathom/netsci/id/resource/person/Q503017,http://datadock.io/timathom/netsci/id/resource/person/Q590224,http://www.wikidata.org/entity/Q503017,http://www.wikidata.org/entity/Q590224,Directed,94,,,2.0,1,0,1,Jean-Luc Nancy,Marusya Klimova
http://datadock.io/timathom/netsci/id/resource/person/Q822727,http://datadock.io/timathom/netsci/id/resource/person/Q2966414,http://www.wikidata.org/entity/Q822727,http://www.wikidata.org/entity/Q2966414,Directed,95,,,2.0,1,0,1,Bernard Stiegler,Christophe Nick
http://datadock.io/timathom/netsci/id/resource/person/Q159876,http://datadock.io/timathom/netsci/id/resource/person/Q7197,http://www.wikidata.org/entity/Q159876,http://www.wikidata.org/entity/Q7197,Directed,96,,,12.0,9,0,1,Julia Kristeva,Simone de Beauvoir
http://datadock.io/timathom/netsci/id/resource/person/Q159876,http://datadock.io/timathom/netsci/id/resource/person/Q234964,http://www.wikidata.org/entity/Q159876,http://www.wikidata.org/entity/Q234964,Directed,97,,,8.0,6,0,1,Julia Kristeva,Hélène Cixous
http://datadock.io/timathom/netsci/id/resource/person/Q159876,http://datadock.io/timathom/netsci/id/resource/person/Q28918,http://www.wikidata.org/entity/Q159876,http://www.wikidata.org/entity/Q28918,Directed,98,,,7.0,6,0,1,Julia Kristeva,Luce Irigaray
http://datadock.io/timathom/netsci/id/resource/person/Q822727,http://datadock.io/timathom/netsci/id/resource/person/Q1345582,http://www.wikidata.org/entity/Q822727,http://www.wikidata.org/entity/Q1345582,Directed,99,,,16.0,5,0,1,Bernard Stiegler,Gilbert Simondon
http://datadock.io/timathom/netsci/id/resource/person/Q153034,http://datadock.io/timathom/netsci/id/resource/person/Q315210,http://www.wikidata.org/entity/Q153034,http://www.wikidata.org/entity/Q315210,Directed,101,,,41.0,14,0,1,Emmanuel Levinas,Maurice Blanchot
http://datadock.io/timathom/netsci/id/resource/person/Q159876,http://datadock.io/timathom/netsci/id/resource/person/Q156201,http://www.wikidata.org/entity/Q159876,http://www.wikidata.org/entity/Q156201,Directed,102,,,4.0,3,0,1,Julia Kristeva,Roman Jakobson
http://datadock.io/timathom/netsci/id/resource/person/Q236173,http://datadock.io/timathom/netsci/id/resource/person/Q130631,http://www.wikidata.org/entity/Q236173,http://www.wikidata.org/entity/Q130631,Directed,103,,,4.0,2,0,1,Chantal Mouffe,Jacques Derrida
http://datadock.io/timathom/netsci/id/resource/person/Q159876,http://datadock.io/timathom/netsci/id/resource/person/Q240851,http://www.wikidata.org/entity/Q159876,http://www.wikidata.org/entity/Q240851,Directed,105,,,3.0,2,0,1,Julia Kristeva,Gayatri Chakravorty Spivak
http://datadock.io/timathom/netsci/id/resource/person/Q236173,http://datadock.io/timathom/netsci/id/resource/person/Q169906,http://www.wikidata.org/entity/Q236173,http://www.wikidata.org/entity/Q169906,Directed,106,,,4.0,2,0,1,Chantal Mouffe,Jacques Lacan
http://datadock.io/timathom/netsci/id/resource/person/Q503017,http://datadock.io/timathom/netsci/id/resource/person/Q184226,http://www.wikidata.org/entity/Q503017,http://www.wikidata.org/entity/Q184226,Directed,107,,,6.0,2,0,1,Jean-Luc Nancy,Gilles Deleuze
http://datadock.io/timathom/netsci/id/resource/person/Q159876,http://datadock.io/timathom/netsci/id/resource/person/Q370022,http://www.wikidata.org/entity/Q159876,http://www.wikidata.org/entity/Q370022,Directed,108,,,12.0,10,0,1,Julia Kristeva,Alan Sokal
http://datadock.io/timathom/netsci/id/resource/person/Q236173,http://datadock.io/timathom/netsci/id/resource/person/Q44272,http://www.wikidata.org/entity/Q236173,http://www.wikidata.org/entity/Q44272,Directed,109,,,4.0,2,0,1,Chantal Mouffe,Michel Foucault
http://datadock.io/timathom/netsci/id/resource/person/Q159876,http://datadock.io/timathom/netsci/id/resource/person/Q1685398,http://www.wikidata.org/entity/Q159876,http://www.wikidata.org/entity/Q1685398,Directed,111,,,5.0,4,0,1,Julia Kristeva,Jean Bricmont
http://datadock.io/timathom/netsci/id/resource/person/Q207359,http://datadock.io/timathom/netsci/id/resource/person/Q44272,http://www.wikidata.org/entity/Q207359,http://www.wikidata.org/entity/Q44272,Directed,113,,,78.0,27,0,1,Georges Bataille,Michel Foucault
http://datadock.io/timathom/netsci/id/resource/person/Q128126,http://datadock.io/timathom/netsci/id/resource/person/Q7197,http://www.wikidata.org/entity/Q128126,http://www.wikidata.org/entity/Q7197,Directed,114,,,18.0,12,0,1,Claude Lévi-Strauss,Simone de Beauvoir
http://datadock.io/timathom/netsci/id/resource/person/Q503017,http://datadock.io/timathom/netsci/id/resource/person/Q184169,http://www.wikidata.org/entity/Q503017,http://www.wikidata.org/entity/Q184169,Directed,115,,,2.0,1,0,1,Jean-Luc Nancy,Louis Althusser
http://datadock.io/timathom/netsci/id/resource/person/Q153034,http://datadock.io/timathom/netsci/id/resource/person/Q1361994,http://www.wikidata.org/entity/Q153034,http://www.wikidata.org/entity/Q1361994,Directed,116,,,13.0,7,0,1,Emmanuel Levinas,Michaël Levinas
http://datadock.io/timathom/netsci/id/resource/person/Q207359,http://datadock.io/timathom/netsci/id/resource/person/Q130631,http://www.wikidata.org/entity/Q207359,http://www.wikidata.org/entity/Q130631,Directed,117,,,75.0,27,0,1,Georges Bataille,Jacques Derrida
http://datadock.io/timathom/netsci/id/resource/person/Q454802,http://datadock.io/timathom/netsci/id/resource/person/Q102106,http://www.wikidata.org/entity/Q454802,http://www.wikidata.org/entity/Q102106,Directed,118,,,1.0,1,0,1,Ernesto Laclau,Stephan Moebius
http://datadock.io/timathom/netsci/id/resource/person/Q207359,http://datadock.io/timathom/netsci/id/resource/person/Q182847,http://www.wikidata.org/entity/Q207359,http://www.wikidata.org/entity/Q182847,Directed,119,,,50.0,20,0,1,Georges Bataille,Jean Baudrillard
http://datadock.io/timathom/netsci/id/resource/person/Q184169,http://datadock.io/timathom/netsci/id/resource/person/Q169906,http://www.wikidata.org/entity/Q184169,http://www.wikidata.org/entity/Q169906,Directed,120,,,75.0,27,0,1,Louis Althusser,Jacques Lacan
